Name E(MP2/CBS) E(HF/aDZ) E(HF/aDZ-ACP_Comp)
bse49_Si-Cl_38_A -1301.3385777016 -1300.3371953000 -1301.33932870
bse49_Si-Cl_38_AB -1761.2065831450 -1759.9327700500 -1761.20657788
bse49_Si-Cl_39_A -1707.4773844278 -1706.4184221400 -1707.47759153
bse49_Si-Cl_39_AB -2167.3455834712 -2166.0192910600 -2167.34587011
bse49_Si-Cl_3_A -526.2477407252 -524.8643536800 -526.24772247
bse49_Si-Cl_3_AB -986.1171809458 -984.4698046000 -986.11752263
bse49_Si-Cl_40_AB -1131.7902434828 -1129.6689564800 -1131.79062385
bse49_Si-Cl_41_AB -981.3214599299 -979.8053373700 -981.32119625
bse49_Si-Cl_42_AB -1080.5017569942 -1078.6688635500 -1080.50164060
bse49_Si-Cl_43_AB -1080.5023860458 -1078.6700735000 -1080.50226331
bse49_Si-Cl_44_AB -1440.4776316029 -1438.7266342100 -1440.47753816
bse49_Si-Cl_45_AB -1020.5695962276 -1018.8461206100 -1020.56967701
bse49_Si-Cl_47_AB -1318.1349691079 -1315.4653833800 -1318.13457721
bse49_Si-Cl_48_AB -1095.7135666809 -1093.7008148900 -1095.71339162
bse49_Si-Cl_49_AB -1073.4467212549 -1071.5476414800 -1073.44719250
bse49_Si-Cl_4_A -487.0043796978 -485.8255752800 -487.00434593
bse49_Si-Cl_4_AB -946.8738156173 -945.4310075700 -946.87411180
bse49_Si-Cl_50_AB -1899.6313513051 -1897.6421141100 -1899.63099594
bse49_Si-Cl_51_AB -1899.6327491938 -1897.6464589400 -1899.63277446
bse49_Si-Cl_52_A -900.4497560793 -899.4602329000 -900.44992717
bse49_Si-Cl_52_AB -1360.3225951550 -1359.0659483800 -1360.32251335
bse49_Si-Cl_53_A -459.2958724388 -458.4333702900 -459.29533994
bse49_Si-Cl_53_AB -919.1635253823 -918.0362637400 -919.16289873
bse49_Si-Cl_54_A -918.5127911402 -917.4180798900 -918.51248152
bse49_Si-Cl_54_AB -1378.3780053343 -1377.0157867400 -1378.37749179
bse49_Si-Cl_55_A -1377.7265665167 -1376.3965831300 -1377.72660253
bse49_Si-Cl_55_AB -1837.5921694801 -1835.9925116400 -1837.59197386
bse49_Si-Cl_56_A -537.7658320798 -536.4890966300 -537.76523469
bse49_Si-Cl_56_AB -997.6315500005 -996.0888563900 -997.63109190
bse49_Si-Cl_57_A -1456.1958395972 -1454.4508947400 -1456.19609099
bse49_Si-Cl_57_AB -1916.0615072505 -1914.0469238300 -1916.06141341
bse49_Si-Cl_58_A -616.2588503815 -614.5703997100 -616.25853796
bse49_Si-Cl_58_AB -1076.1246531828 -1074.1703933600 -1076.12422128
bse49_Si-Cl_59_A -489.3020311323 -488.4922181400 -489.30287214
bse49_Si-Cl_59_AB -949.1782283449 -948.1010263500 -949.17807595
bse49_Si-Cl_5_A -447.7610376423 -446.7867955800 -447.76102900
bse49_Si-Cl_5_AB -907.6304751957 -906.3921978000 -907.63073343
bse49_Si-Cl_60_AB -789.9035679412 -789.2792189700 -789.90366720
bse49_Si-Cl_61_A -390.0342754074 -389.5553717700 -390.03470187
bse49_Si-Cl_61_AB -849.9070283737 -849.1617380100 -849.90692577
bse49_Si-Cl_63_AB -997.3578386974 -995.7996900100 -997.35841425
bse49_Si-Cl_64_AB -1456.5754980673 -1454.7821689600 -1456.57613514
bse49_Si-Cl_65_AB -1915.7921609954 -1913.7614466700 -1915.79297832
bse49_Si-Cl_66_AB -997.3587659760 -995.8020294700 -997.35966655
bse49_Si-Cl_67_AB -1456.5764020291 -1454.7850695600 -1456.57738947
bse49_Si-Cl_6_AB -829.1429467710 -828.3140580700 -829.14312987
bse49_Si-Cl_71_A -727.8044326089 -727.2297222400 -727.80481930
bse49_Si-Cl_71_AB -1187.6700860022 -1186.8300072700 -1187.66954316
bse49_Si-Cl_72_A -826.1061442328 -824.1397370500 -826.10582670
bse49_Si-Cl_72_AB -1285.9808205141 -1283.7469436500 -1285.98094682
bse49_Si-Cl_73_A -1545.5716775430 -1544.7538654900 -1545.57235344
bse49_Si-Cl_73_AB -2005.4340205385 -2004.3466258600 -2005.43294465
bse49_Si-Cl_74_A -627.6414134554 -626.3249633900 -627.64155235
bse49_Si-Cl_74_AB -1087.5148525657 -1085.9319652900 -1087.51540987
bse49_Si-Cl_75_AB -1048.4458909773 -1047.0371485100 -1048.44575750
bse49_Si-Cl_76_AB -945.6950053155 -944.2774609900 -945.69539209
bse49_Si-Cl_77_AB -906.4450403203 -905.2321927600 -906.44497314
bse49_Si-Cl_78_A -948.5180622825 -947.4748434500 -948.51916166
bse49_Si-Cl_78_AB -1408.3905323223 -1407.0785157200 -1408.39073628
bse49_Si-Cl_79_A -849.2516539476 -848.5397953200 -849.25253608
bse49_Si-Cl_79_AB -1309.1236365242 -1308.1432585200 -1309.12349333
bse49_Si-Cl_7_AB -868.3861661857 -867.3499925900 -868.38614528
bse49_Si-Cl_80_A -749.9888547114 -749.6072026700 -749.98936498
bse49_Si-Cl_80_AB -1209.8557529241 -1209.2071807700 -1209.85568044
bse49_Si-Cl_81_AB -1440.5395559043 -1438.7886662000 -1440.53936541
bse49_Si-Cl_82_A -1186.0647569629 -1184.1824507400 -1186.06402077
bse49_Si-Cl_82_AB -1645.9388210319 -1643.7889415000 -1645.93842510
bse49_Si-Cl_83_A -1016.8585656570 -1015.3183296400 -1016.85890444
bse49_Si-Cl_83_AB -1476.7240204059 -1474.9170955200 -1476.72412995
bse49_Si-Cl_84_A -1476.0726853739 -1474.2964566500 -1476.07299574
bse49_Si-Cl_84_AB -1935.9384153873 -1933.8940902400 -1935.93878371
bse49_Si-Cl_85_AB -867.1627529601 -866.1684159200 -867.16280587
bse49_Si-Cl_86_A -2625.9077540318 -2624.3774597200 -2625.90871475
bse49_Si-Cl_86_AB -3085.7754855584 -3083.9734469500 -3085.77608054
bse49_Si-Cl_87_A -518.3976258172 -517.2932420200 -518.39725088
bse49_Si-Cl_87_AB -978.2610112918 -976.8918209200 -978.26095633
bse49_Si-Cl_88_A -2166.6923672659 -2165.3988699800 -2166.69291139
bse49_Si-Cl_88_AB -2626.5612975415 -2624.9979712500 -2626.56168603
bse49_Si-Cl_89_A -2166.7601939776 -2165.4703409100 -2166.76055946
bse49_Si-Cl_89_AB -2626.6283104887 -2625.0678954600 -2626.62814793
bse49_Si-Cl_8_AB -907.6325463881 -906.3866146100 -907.63265276
bse49_Si-Cl_90_AB -1206.9933454248 -1204.5759280800 -1206.99314070
bse49_Si-Cl_91_AB -979.6123471033 -978.1785654500 -979.61263086
bse49_Si-Cl_92_A -1707.5450266113 -1706.4913766300 -1707.54513098
bse49_Si-Cl_92_AB -2167.4138068963 -2166.0916319600 -2167.41355894
bse49_Si-Cl_94_A -1308.4672072723 -1307.5208745000 -1308.46833948
bse49_Si-Cl_94_AB -1768.3363812479 -1767.1197288900 -1768.33615611
bse49_Si-Cl_95_A -1209.2039027810 -1208.5885658700 -1209.20459362
bse49_Si-Cl_95_AB -1669.0710623395 -1668.1861906800 -1669.07048747
bse49_Si-Cl_96_AB -1899.7565508538 -1897.7684549600 -1899.75661639
bse49_Si-Cl_9_AB -1059.8495043054 -1057.9118440400 -1059.84963977
bse49_Si-F_11_A -823.9879883954 -823.3154719000 -823.98883682
bse49_Si-F_11_AB -923.8887574147 -922.8563314300 -923.88968784
bse49_Si-F_12_A -986.3598709161 -985.1779045300 -986.36001271
bse49_Si-F_12_AB -1086.2250709971 -1084.6594580900 -1086.22583722
bse49_Si-F_15_AB -489.9607009915 -489.1173901900 -489.96035974
bse49_Si-F_16_AB -582.0826756429 -580.6651683500 -582.08284549
bse49_Si-F_17_AB -429.9521728499 -429.2310216700 -429.95228081
bse49_Si-F_18_A -464.0355625520 -463.2645483900 -464.03545146
bse49_Si-F_18_AB -563.9382669415 -562.8083642500 -563.93743254
bse49_Si-F_1_AB -469.1905407896 -468.2657438100 -469.19087621
bse49_Si-F_20_AB -621.3694843269 -619.7575639000 -621.36900700
bse49_Si-F_21_AB -585.7420608084 -584.2291073500 -585.74262141
bse49_Si-F_22_A -364.7687375548 -364.3294816400 -364.76977975
bse49_Si-F_22_AB -464.6794020341 -463.8788360400 -464.67903413
bse49_Si-F_23_AB -1077.9257809767 -1074.9240425500 -1077.92666926
bse49_Si-F_24_AB -926.0352530149 -923.7040337000 -926.03417234
bse49_Si-F_25_AB -898.6358117557 -896.1295369800 -898.63688651
bse49_Si-F_26_AB -838.6450277360 -836.2676628900 -838.64690656
bse49_Si-F_27_A -726.9083094572 -725.2616644900 -726.90862522
bse49_Si-F_27_AB -826.8372393675 -824.8258462000 -826.83682669
bse49_Si-F_28_A -626.4054670223 -625.1288720600 -626.40630523
bse49_Si-F_28_AB -726.2696875236 -724.6102313600 -726.26954466
bse49_Si-F_2_AB -469.2150608720 -468.2852311800 -469.21537845
bse49_Si-F_32_AB -589.2346667754 -588.0593363100 -589.23391391
bse49_Si-F_3_AB -508.4777564473 -507.3392269700 -508.47805858
bse49_Si-F_4_AB -628.4999674731 -627.1193741300 -628.49997918
bse49_Si-F_5_A -528.3827128697 -527.3940996800 -528.38286528
bse49_Si-F_5_AB -628.2972383013 -626.9477269200 -628.29734929
bse49_Si-F_6_A -528.4576142234 -527.4569182500 -528.45816875
bse49_Si-F_6_AB -628.3846313359 -627.0216438000 -628.38497546
bse49_Si-F_7_A -627.5833337022 -626.2766695900 -627.58302900
bse49_Si-F_7_AB -727.4971772065 -725.8288295400 -727.49673122
bse49_Si-F_8_AB -727.5674795341 -725.8876260300 -727.56744190
bse49_Si-S_10_AB -846.2037389509 -844.9731314200 -846.20334566
bse49_Si-S_11_A -665.1143085778 -663.6795710200 -665.11540737
bse49_Si-S_11_AB -956.0023478564 -954.3710457300 -956.00310424
bse49_Si-S_12_AB -919.8939617878 -918.3933534200 -919.89360784
bse49_Si-S_13_AB -880.6152636762 -879.3078662600 -880.61529835
bse49_Si-S_14_AB -959.1352794833 -957.4247949700 -959.13509972
bse49_Si-S_15_AB -1109.4255480214 -1107.0644227400 -1109.42570004
bse49_Si-S_15_B -587.8565942925 -586.7910613900 -587.85705463
bse49_Si-S_16_AB -846.1847737014 -844.9616829000 -846.18473969
bse49_Si-S_17_A -705.5894015400 -703.9089277500 -705.58913711
bse49_Si-S_17_AB -996.4725510338 -994.5973570700 -996.47192148
bse49_Si-S_18_AB -845.0167137241 -843.8190381800 -845.01655241
bse49_Si-S_19_AB -884.2668362688 -882.8635473200 -884.26677362
bse49_Si-S_1_AB -806.9582635176 -805.9403132700 -806.95824374
bse49_Si-S_20_AB -806.9590632252 -805.9367585100 -806.95892701
bse49_Si-S_21_AB -1126.2082687736 -1125.3826404300 -1126.20855642
bse49_Si-S_22_AB -728.4524142684 -727.8456676200 -728.45210866
bse49_Si-S_23_AB -878.7411178682 -877.4820529800 -878.74125490
bse49_Si-S_24_AB -885.4429971497 -884.0081025900 -885.44316189
bse49_Si-S_25_AB -728.4750877131 -727.8668131800 -728.47500437
bse49_Si-S_26_AB -885.4462726700 -884.0115862000 -885.44596743
bse49_Si-S_27_AB -846.2064757766 -844.9763109400 -846.20626869
bse49_Si-S_28_AB -1165.4711633173 -1164.4348101300 -1165.47150180
bse49_Si-S_29_AB -767.7141400514 -766.8974643500 -767.71368209
bse49_Si-S_2_AB -885.4457875502 -884.0183871300 -885.44603951
bse49_Si-S_30_AB -767.6973519629 -766.8850312100 -767.69736938
bse49_Si-S_31_AB -918.0058517470 -916.5375116500 -918.00615537
bse49_Si-S_32_AB -959.1422608027 -957.4276755700 -959.14285170
bse49_Si-S_33_AB -959.1019341368 -957.3793678700 -959.10155780
bse49_Si-S_35_AB -846.2029254535 -844.9736002900 -846.20282398
bse49_Si-S_36_AB -764.3458781505 -763.6509386500 -764.34703353
bse49_Si-S_37_A -623.7807527126 -622.6172521800 -623.78144231
bse49_Si-S_37_AB -914.6791766650 -913.3216647400 -914.67956185
bse49_Si-S_38_AB -763.2074256988 -762.5229851700 -763.20812853
bse49_Si-S_39_AB -689.2132268986 -688.8149234300 -689.21323252
bse49_Si-S_3_AB -846.2019034534 -844.9792643300 -846.20187681
bse49_Si-S_40_AB -781.3268013062 -780.5409362600 -781.32667060
bse49_Si-S_41_AB -1086.9615749859 -1086.3463786000 -1086.96185887
bse49_Si-S_42_AB -885.4412933390 -884.0094485700 -885.44146532
bse49_Si-S_43_AB -919.8790836686 -918.3762072400 -919.87970484
bse49_Si-S_44_AB -919.8559617510 -918.3396729600 -919.85535463
bse49_Si-S_45_AB -1070.1643217866 -1068.0096296400 -1070.16391402
bse49_Si-S_46_AB -806.9537324139 -805.9314751600 -806.95373705
bse49_Si-S_47_AB -806.9413202691 -805.9229978600 -806.94117801
bse49_Si-S_48_A -953.0538490741 -951.7962855800 -953.05410816
bse49_Si-S_48_AB -1243.9511603655 -1242.4997439800 -1243.95176382
bse49_Si-S_49_AB -996.5332386789 -994.6452832200 -996.53352570
bse49_Si-S_4_AB -767.7142673714 -766.9011625600 -767.71422517
bse49_Si-S_50_AB -880.9326404768 -879.6565176100 -880.93227256
bse49_Si-S_51_AB -1264.9108684072 -1261.8007964400 -1264.91134348
bse49_Si-S_52_AB -1354.8457121677 -1351.4119247900 -1354.84541466
bse49_Si-S_53_AB -1204.7335420064 -1203.4861221600 -1204.73380513
bse49_Si-S_54_AB -806.9447958006 -805.9246283300 -806.94475634
bse49_Si-S_55_A -666.3504642612 -664.8736073800 -666.35042598
bse49_Si-S_55_AB -957.2344230558 -955.5625165100 -957.23406549
bse49_Si-S_56_AB -885.4830878608 -884.0397200200 -885.48277405
bse49_Si-S_57_AB -846.1924963353 -844.9616098300 -846.19273043
bse49_Si-S_5_AB -806.9770671653 -805.9534666300 -806.97683135
bse49_Si-S_6_AB -806.9573550914 -805.9367466900 -806.95699972
bse49_Si-S_7_AB -846.2391678613 -845.0049123800 -846.23914783
bse49_Si-S_8_AB -806.9998925290 -805.9710556800 -806.99980112
bse49_Si-S_9_AB -767.7375138042 -766.9190167100 -767.73734667
bse49_Si-Si_101_A -495.1352558741 -494.1779675000 -495.13880230
bse49_Si-Si_101_AB -786.0454175457 -784.8942099300 -786.04564528
bse49_Si-Si_102_AB -786.0265912256 -784.8633998900 -786.02746574
bse49_Si-Si_103_AB -840.0102840936 -838.6615516400 -840.00793906
bse49_Si-Si_104_AB -710.8451640705 -710.0017650300 -710.84394490
bse49_Si-Si_105_AB -750.1208328317 -749.0652161100 -750.11995759
bse49_Si-Si_106_AB -789.3717334888 -788.1095615300 -789.37116743
bse49_Si-Si_107_AB -828.6005416360 -827.1358401100 -828.60134985
bse49_Si-Si_108_AB -918.5623322993 -916.7911444000 -918.56168056
bse49_Si-Si_109_AB -997.0644352899 -994.8757597000 -997.06410132
bse49_Si-Si_10_AB -1078.0057892836 -1076.0196697900 -1078.00538316
bse49_Si-Si_110_A -612.9931123144 -611.4285743600 -612.99352624
bse49_Si-Si_110_AB -903.8998788284 -902.1457903700 -903.90051754
bse49_Si-Si_111_A -688.5647062788 -688.1987949500 -688.56541551
bse49_Si-Si_111_AB -979.4662878482 -978.9115274300 -979.46622767
bse49_Si-Si_112_AB -1377.2551692801 -1376.4831488900 -1377.25519103
bse49_Si-Si_113_AB -1455.7340831613 -1454.5429055100 -1455.73362773
bse49_Si-Si_114_AB -1018.7061180917 -1017.9426766400 -1018.70601480
bse49_Si-Si_115_A -1086.3114189673 -1085.7285558900 -1086.31158617
bse49_Si-Si_115_AB -1377.2155082374 -1376.4428689000 -1377.21569268
bse49_Si-Si_116_AB -2172.7565885530 -2171.5447272300 -2172.75676648
bse49_Si-Si_117_A -1125.5583779709 -1124.7648140500 -1125.55850859
bse49_Si-Si_117_AB -2251.2485542235 -2249.6158550400 -2251.24772005
bse49_Si-Si_118_AB -1416.4623859798 -1415.4791774100 -1416.46267199
bse49_Si-Si_119_A -914.0278894238 -912.7027364800 -914.02834476
bse49_Si-Si_119_AB -1828.2050400214 -1825.5066471100 -1828.20342796
bse49_Si-Si_11_AB -978.7381480656 -977.0831073700 -978.73801254
bse49_Si-Si_120_A -953.2533634814 -951.7279959300 -953.25384131
bse49_Si-Si_120_AB -1244.1602703050 -1242.4460597100 -1244.16131011
bse49_Si-Si_121_AB -1204.9348778888 -1203.4210723000 -1204.93573591
bse49_Si-Si_122_A -780.6769956045 -779.9237642600 -780.67769993
bse49_Si-Si_122_AB -1071.5814438843 -1070.6382830800 -1071.58129111
bse49_Si-Si_123_A -780.7041762778 -779.9420771200 -780.70436910
bse49_Si-Si_123_AB -1071.6074920905 -1070.6571843500 -1071.60784462
bse49_Si-Si_124_AB -1561.5351419907 -1559.9700521500 -1561.53478589
bse49_Si-Si_125_AB -1561.4832142553 -1559.9340389800 -1561.48209433
bse49_Si-Si_126_AB -1017.4517403514 -1016.7243751900 -1017.45166165
bse49_Si-Si_127_AB -1453.2255139261 -1452.1081001400 -1453.22550934
bse49_Si-Si_128_A -801.7350490148 -800.9077029700 -801.73532155
bse49_Si-Si_128_AB -1092.6393931565 -1091.6221369600 -1092.63990683
bse49_Si-Si_129_AB -1603.6004163707 -1601.9015458500 -1603.60096968
bse49_Si-Si_129_B -801.7341685348 -800.9067842000 -801.73405399
bse49_Si-Si_12_AB -879.4820980682 -878.1547394000 -879.48222259
bse49_Si-Si_130_AB -1603.5942027112 -1601.8826494700 -1603.59424647
bse49_Si-Si_131_AB -1092.6338481336 -1091.6103221900 -1092.63352225
bse49_Si-Si_132_A -840.9832897052 -839.9439439700 -840.98350209
bse49_Si-Si_132_AB -1131.8873833657 -1130.6584037200 -1131.88801492
bse49_Si-Si_133_AB -1682.0977208528 -1679.9755051400 -1682.09810787
bse49_Si-Si_134_AB -1682.0627147461 -1679.9443551600 -1682.06274690
bse49_Si-Si_135_AB -1415.2189330344 -1414.2670789300 -1415.21898770
bse49_Si-Si_136_AB -1454.4717001009 -1453.3076371300 -1454.47218351
bse49_Si-Si_137_AB -2327.2691147434 -2325.2730290900 -2327.26921676
bse49_Si-Si_138_AB -2248.7648553406 -2247.1944591500 -2248.76402417
bse49_Si-Si_139_A -632.2971179526 -631.9592023200 -632.29717124
bse49_Si-Si_139_AB -923.2006381622 -922.6727065600 -923.20081340
bse49_Si-Si_13_AB -879.4640906130 -878.1407304900 -879.46420505
bse49_Si-Si_140_AB -1264.7225039630 -1264.0045649300 -1264.72248194
bse49_Si-Si_141_AB -1421.7213924160 -1420.1589632400 -1421.72157050
bse49_Si-Si_142_AB -1001.6994064744 -1000.7497183200 -1001.69934247
bse49_Si-Si_143_A -857.9145830259 -856.6503736000 -857.91408364
bse49_Si-Si_143_AB -1715.9884138270 -1713.4090537300 -1715.98690111
bse49_Si-Si_144_A -933.1672222996 -931.5961113400 -933.16742233
bse49_Si-Si_144_AB -1866.4996740001 -1863.3096765900 -1866.49914351
bse49_Si-Si_144_B -933.1673808688 -931.5964722500 -933.16766747
bse49_Si-Si_145_A -972.3910881072 -970.6193377300 -972.39166708
bse49_Si-Si_145_AB -1263.2984979751 -1261.3374886200 -1263.29938358
bse49_Si-Si_146_AB -1224.0746217365 -1222.3142702800 -1224.07525737
bse49_Si-Si_147_A -316.1434284839 -315.8773090200 -316.14312558
bse49_Si-Si_147_AB -607.0292316606 -606.5800577800 -607.02916327
bse49_Si-Si_148_AB -632.3806701094 -631.8197016900 -632.38044301
bse49_Si-Si_149_A -466.6181400827 -465.7640247900 -466.61774694
bse49_Si-Si_149_AB -933.3640745711 -931.6138069000 -933.36418166
bse49_Si-Si_14_AB -780.2073704207 -779.2110316000 -780.20762270
bse49_Si-Si_150_A -545.0607407211 -543.8032558800 -545.06066242
bse49_Si-Si_150_AB -835.9605047764 -834.5134667800 -835.96115883
bse49_Si-Si_151_A -466.6134846239 -465.7595393200 -466.61203413
bse49_Si-Si_151_AB -757.5133184065 -756.4703277200 -757.51246287
bse49_Si-Si_152_A -430.6388696097 -429.8723634600 -430.63843921
bse49_Si-Si_152_AB -721.5374540104 -720.5820802600 -721.53756066
bse49_Si-Si_153_A -469.8613276607 -468.8918668900 -469.86090389
bse49_Si-Si_153_AB -760.7593848211 -759.6005738800 -760.75960465
bse49_Si-Si_154_AB -861.4004827357 -859.8268856800 -861.39996630
bse49_Si-Si_155_A -802.9151506330 -802.0197379200 -802.91498513
bse49_Si-Si_155_AB -1093.8206543765 -1092.7362374100 -1093.82005019
bse49_Si-Si_156_A -838.8395513819 -837.8470155500 -838.84021029
bse49_Si-Si_156_AB -1129.7465965367 -1128.5651085500 -1129.74689956
bse49_Si-Si_157_A -631.6136445301 -630.0541585800 -631.61312381
bse49_Si-Si_157_AB -922.5175483765 -920.7686892300 -922.51758019
bse49_Si-Si_158_AB -1193.3826845230 -1190.2404433200 -1193.38278256
bse49_Si-Si_159_AB -1193.3755686437 -1190.2378602300 -1193.37529835
bse49_Si-Si_15_AB -680.9379575149 -680.2715161300 -680.93808914
bse49_Si-Si_160_AB -1193.3732656985 -1190.2400114900 -1193.37392487
bse49_Si-Si_16_AB -1500.1047604138 -1499.3034642900 -1500.10535486
bse49_Si-Si_17_AB -2418.5355413300 -2417.2640030500 -2418.53590680
bse49_Si-Si_18_AB -3336.9679815995 -3335.2199586200 -3336.96776779
bse49_Si-Si_19_AB -2877.7518129925 -2876.2420031700 -2877.75192403
bse49_Si-Si_20_AB -2418.5365842388 -2417.2628199900 -2418.53692938
bse49_Si-Si_21_AB -1959.3250498906 -1958.2840532000 -1959.32512489
bse49_Si-Si_22_AB -1500.1082560397 -1499.3038688200 -1500.10870529
bse49_Si-Si_23_AB -1040.8923488397 -1040.3220300200 -1040.89273173
bse49_Si-Si_24_AB -1959.3201481768 -1958.2838436200 -1959.32074269
bse49_Si-Si_25_AB -1140.1501863575 -1139.2529172100 -1140.15058131
bse49_Si-Si_26_AB -1698.6335314135 -1697.1714916400 -1698.63387131
bse49_Si-Si_27_AB -2257.1211704471 -2255.0897092200 -2257.12124746
bse49_Si-Si_28_AB -1897.1714768233 -1895.0458185900 -1897.17181756
bse49_Si-Si_29_AB -1537.2239896429 -1535.0025986400 -1537.22409688
bse49_Si-Si_2_AB -660.1970818607 -659.4373155900 -660.19733943
bse49_Si-Si_30_AB -2617.0679824630 -2615.1325273400 -2617.06841765
bse49_Si-Si_31_AB -2977.0168805746 -2975.1758959100 -2977.01714892
bse49_Si-Si_32_AB -2257.1179373949 -2255.0884341500 -2257.11864429
bse49_Si-Si_33_A -441.2292576496 -440.4715144900 -441.22890757
bse49_Si-Si_33_AB -882.5927020541 -881.0406528800 -882.59300811
bse49_Si-Si_34_A -516.4650452139 -515.4036312800 -516.46379382
bse49_Si-Si_34_AB -1033.0683231327 -1030.9123021300 -1033.06907674
bse49_Si-Si_35_AB -957.8284527036 -955.9744590000 -957.82902697
bse49_Si-Si_36_AB -807.3724330913 -806.1245409600 -807.37308272
bse49_Si-Si_37_AB -732.1326525463 -731.1864193400 -732.13306872
bse49_Si-Si_38_A -365.9987510205 -365.5447128000 -365.99935779
bse49_Si-Si_38_AB -656.9006640301 -656.2588683500 -656.90137176
bse49_Si-Si_39_AB -807.3556245219 -806.1075938500 -807.35644639
bse49_Si-Si_3_AB -738.7158268669 -737.5349445200 -738.71573142
bse49_Si-Si_40_AB -694.8670453367 -694.0709317700 -694.86779543
bse49_Si-Si_41_AB -808.0560864130 -806.8017899700 -808.05766175
bse49_Si-Si_42_AB -886.5721266940 -884.9056400000 -886.57262199
bse49_Si-Si_43_AB -734.1240411657 -733.1221825800 -734.12432478
bse49_Si-Si_44_A -443.2271426024 -442.4135409000 -443.22812259
bse49_Si-Si_44_AB -734.1319530066 -733.1282747600 -734.13285283
bse49_Si-Si_45_A -482.4819936544 -481.4630409700 -482.48239271
bse49_Si-Si_45_AB -773.3875081317 -772.1784607900 -773.38797302
bse49_Si-Si_46_AB -886.5888820742 -884.9186957300 -886.59047866
bse49_Si-Si_47_AB -965.1008664988 -963.0189099300 -965.10100004
bse49_Si-Si_48_AB -847.3143862731 -845.8539841400 -847.31534281
bse49_Si-Si_49_A -863.1449689434 -862.3013752500 -863.14470749
bse49_Si-Si_49_AB -1154.0503822896 -1153.0166020200 -1154.05025509
bse49_Si-Si_4_AB -738.6757277642 -737.5049666600 -738.67655982
bse49_Si-Si_50_AB -1267.2387512012 -1265.7458600100 -1267.23923961
bse49_Si-Si_51_AB -1306.4977092465 -1304.7979875200 -1306.49776697
bse49_Si-Si_52_AB -1726.4212068765 -1724.6887731600 -1726.42081974
bse49_Si-Si_53_A -503.1819047957 -502.2524415600 -503.18140454
bse49_Si-Si_53_AB -1006.4893625718 -1004.5909321900 -1006.48904823
bse49_Si-Si_54_AB -907.2729452891 -905.6965779000 -907.27358816
