Name E(HF/CBS) E(HF/aDZ) E(HF/aDZ-ACP_HF)
bse49_Si-Cl_73_AB -2004.4506169500 -2004.3466258600 -2004.4499967529
bse49_Si-Cl_74_A -626.4754415320 -626.3249633900 -626.4754177649
bse49_Si-Cl_74_AB -1086.1070030500 -1085.9319652900 -1086.1071316669
bse49_Si-Cl_75_AB -1047.2250567600 -1047.0371485100 -1047.2247491206
bse49_Si-Cl_76_AB -944.3809816950 -944.2774609900 -944.3812394039
bse49_Si-Cl_77_AB -905.3241355650 -905.2321927600 -905.3238319703
bse49_Si-Cl_78_A -947.6087257710 -947.4748434500 -947.6091677354
bse49_Si-Cl_78_AB -1407.2396210600 -1407.0785157200 -1407.2394961236
bse49_Si-Cl_79_A -848.6264377240 -848.5397953200 -848.6267729131
bse49_Si-Cl_79_AB -1308.2561012800 -1308.1432585200 -1308.2559208292
bse49_Si-Cl_7_AB -867.4320973480 -867.3499925900 -867.4322737590
bse49_Si-Cl_80_A -749.6480484220 -749.6072026700 -749.6483441508
bse49_Si-Cl_80_AB -1209.2728674800 -1209.2071807700 -1209.2728483086
bse49_Si-Cl_81_AB -1438.9204711900 -1438.7886662000 -1438.9204330955
bse49_Si-Cl_82_A -1184.3986883600 -1184.1824507400 -1184.3986029654
bse49_Si-Cl_82_AB -1644.0309475500 -1643.7889415000 -1644.0310026230
bse49_Si-Cl_83_A -1015.4454110400 -1015.3183296400 -1015.4456924705
bse49_Si-Cl_83_AB -1475.0684249800 -1474.9170955200 -1475.0684332480
bse49_Si-Cl_84_A -1474.4438279500 -1474.2964566500 -1474.4439298022
bse49_Si-Cl_84_AB -1934.0663156300 -1933.8940902400 -1934.0665830933
bse49_Si-Cl_85_AB -866.2505570350 -866.1684159200 -866.2503017084
bse49_Si-Cl_86_A -2624.5047783000 -2624.3774597200 -2624.5052579518
bse49_Si-Cl_86_AB -3084.1253388500 -3083.9734469500 -3084.1257428411
bse49_Si-Cl_87_A -517.3883834560 -517.2932420200 -517.3883866911
bse49_Si-Cl_87_AB -977.0106999160 -976.8918209200 -977.0106748937
bse49_Si-Cl_88_A -2165.5059214600 -2165.3988699800 -2165.5061359327
bse49_Si-Cl_88_AB -2625.1292295700 -2624.9979712500 -2625.1293768758
bse49_Si-Cl_89_A -2165.5804605200 -2165.4703409100 -2165.5806976497
bse49_Si-Cl_89_AB -2625.2025604600 -2625.0678954600 -2625.2026270170
bse49_Si-Cl_8_AB -906.4799028070 -906.3866146100 -906.4802892411
bse49_Si-Cl_90_AB -1204.7914509600 -1204.5759280800 -1204.7920017465
bse49_Si-Cl_91_AB -978.3157317660 -978.1785654500 -978.3160659946
bse49_Si-Cl_92_A -1706.5809628600 -1706.4913766300 -1706.5809207405
bse49_Si-Cl_92_AB -2166.2053140800 -2166.0916319600 -2166.2051693958
bse49_Si-Cl_94_A -1307.6288458500 -1307.5208745000 -1307.6292430519
bse49_Si-Cl_94_AB -1767.2544887700 -1767.1197288900 -1767.2542204296
bse49_Si-Cl_95_A -1208.6501052900 -1208.5885658700 -1208.6503909192
bse49_Si-Cl_95_AB -1668.2733902700 -1668.1861906800 -1668.2731511077
bse49_Si-Cl_96_AB -1897.9201530600 -1897.7684549600 -1897.9204785898
bse49_Si-Cl_9_AB -1058.0503732800 -1057.9118440400 -1058.0504494384
bse49_Si-F_11_A -823.3914645990 -823.3154719000 -823.3913103747
bse49_Si-F_11_AB -922.9838175390 -922.8563314300 -922.9847107732
bse49_Si-F_12_A -985.3019361890 -985.1779045300 -985.3014843665
bse49_Si-F_12_AB -1084.8327568300 -1084.6594580900 -1084.8332850633
bse49_Si-F_15_AB -489.2340304500 -489.1173901900 -489.2338688076
bse49_Si-F_16_AB -580.7886592650 -580.6651683500 -580.7894731528
bse49_Si-F_17_AB -429.3151559400 -429.2310216700 -429.3150953655
bse49_Si-F_18_A -463.3662041360 -463.2645483900 -463.3662483195
bse49_Si-F_18_AB -562.9617272510 -562.8083642500 -562.9622553436
bse49_Si-F_1_AB -468.3612998240 -468.2657438100 -468.3613681512
bse49_Si-F_20_AB -619.8946866750 -619.7575639000 -619.8943115018
bse49_Si-F_21_AB -584.3576710390 -584.2291073500 -584.3580402058
bse49_Si-F_22_A -364.3848161080 -364.3294816400 -364.3845652207
bse49_Si-F_22_AB -463.9854728130 -463.8788360400 -463.9854626876
bse49_Si-F_23_AB -1075.2277939400 -1074.9240425500 -1075.2289698750
bse49_Si-F_24_AB -923.9924590200 -923.7040337000 -923.9921924964
bse49_Si-F_25_AB -896.3800623980 -896.1295369800 -896.3786174097
bse49_Si-F_26_AB -836.4807169840 -836.2676628900 -836.4805808520
bse49_Si-F_27_A -725.4585063450 -725.2616644900 -725.4585267348
bse49_Si-F_27_AB -825.0753733300 -824.8258462000 -825.0752604854
bse49_Si-F_28_A -625.2768912410 -625.1288720600 -625.2771411920
bse49_Si-F_28_AB -724.8082646450 -724.6102313600 -724.8081111682
bse49_Si-F_2_AB -468.3830874540 -468.2852311800 -468.3832918419
bse49_Si-F_32_AB -588.2246105860 -588.0593363100 -588.2241734551
bse49_Si-F_3_AB -507.4501645410 -507.3392269700 -507.4505174705
bse49_Si-F_4_AB -627.2965217560 -627.1193741300 -627.2966118260
bse49_Si-F_5_A -527.4996116960 -527.3940996800 -527.4997276196
bse49_Si-F_5_AB -627.1018171870 -626.9477269200 -627.1016580482
bse49_Si-F_6_A -527.5713879540 -527.4569182500 -527.5711227427
bse49_Si-F_6_AB -627.1860971580 -627.0216438000 -627.1857157952
bse49_Si-F_7_A -626.4198992480 -626.2766695900 -626.4200207979
bse49_Si-F_7_AB -726.0211338970 -725.8288295400 -726.0208995805
bse49_Si-F_8_AB -726.0885631610 -725.8876260300 -726.0884003686
bse49_Si-S_10_AB -845.0659268300 -844.9731314200 -845.0660914402
bse49_Si-S_11_A -663.8312155690 -663.6795710200 -663.8312654597
bse49_Si-S_11_AB -954.5492534220 -954.3710457300 -954.5495767212
bse49_Si-S_12_AB -918.5045744860 -918.3933534200 -918.5045376284
bse49_Si-S_13_AB -879.4058617890 -879.3078662600 -879.4061558733
bse49_Si-S_14_AB -957.5499274700 -957.4247949700 -957.5498473075
bse49_Si-S_15_AB -1107.2874433100 -1107.0644227400 -1107.2874705503
bse49_Si-S_15_B -586.9211566580 -586.7910613900 -586.9209090283
bse49_Si-S_16_AB -845.0549866570 -844.9616829000 -845.0551501418
bse49_Si-S_17_A -704.0733221820 -703.9089277500 -704.0732698316
bse49_Si-S_17_AB -994.7883385580 -994.5973570700 -994.7883824602
bse49_Si-S_18_AB -843.9105675480 -843.8190381800 -843.9101904786
bse49_Si-S_19_AB -882.9665397030 -882.8635473200 -882.9664331012
bse49_Si-S_1_AB -806.0222876280 -805.9403132700 -806.0224571916
bse49_Si-S_20_AB -806.0207657520 -805.9367585100 -806.0209787142
bse49_Si-S_21_AB -1125.4613629600 -1125.3826404300 -1125.4612585090
bse49_Si-S_22_AB -727.9037432950 -727.8456676200 -727.9035378159
bse49_Si-S_23_AB -877.6390851450 -877.4820529800 -877.6388595208
bse49_Si-S_24_AB -884.1154719110 -884.0081025900 -884.1155029644
bse49_Si-S_25_AB -727.9252208480 -727.8668131800 -727.9253024967
bse49_Si-S_26_AB -884.1192675990 -884.0115862000 -884.1191411890
bse49_Si-S_27_AB -845.0719565220 -844.9763109400 -845.0721038347
bse49_Si-S_28_AB -1164.5280380000 -1164.4348101300 -1164.5278597288
bse49_Si-S_29_AB -766.9700546160 -766.8974643500 -766.9699344392
bse49_Si-S_2_AB -884.1243279060 -884.0183871300 -884.1245572762
bse49_Si-S_30_AB -766.9545385710 -766.8850312100 -766.9546692555
bse49_Si-S_31_AB -916.7082291970 -916.5375116500 -916.7082960188
bse49_Si-S_32_AB -957.5528566910 -957.4276755700 -957.5529747602
bse49_Si-S_33_AB -957.5027550360 -957.3793678700 -957.5030301108
bse49_Si-S_35_AB -845.0694590800 -844.9736002900 -845.0694597405
bse49_Si-S_36_AB -763.7228495850 -763.6509386500 -763.7235944525
bse49_Si-S_37_A -622.7685713870 -622.6172521800 -622.7687025560
bse49_Si-S_37_AB -913.5002338240 -913.3216647400 -913.5003845407
bse49_Si-S_38_AB -762.6023081110 -762.5229851700 -762.6022283762
bse49_Si-S_39_AB -688.8586910520 -688.8149234300 -688.8586808944
bse49_Si-S_3_AB -845.0732352200 -844.9792643300 -845.0734590023
bse49_Si-S_40_AB -780.6120621220 -780.5409362600 -780.6112419293
bse49_Si-S_41_AB -1086.4107491500 -1086.3463786000 -1086.4107608787
bse49_Si-S_42_AB -884.1175241980 -884.0094485700 -884.1175261755
bse49_Si-S_43_AB -918.4869212300 -918.3762072400 -918.4871602160
bse49_Si-S_44_AB -918.4517267230 -918.3396729600 -918.4517084157
bse49_Si-S_45_AB -1068.2190536300 -1068.0096296400 -1068.2194192825
bse49_Si-S_46_AB -806.0156021800 -805.9314751600 -806.0154587959
bse49_Si-S_47_AB -806.0043246020 -805.9229978600 -806.0044406799
bse49_Si-S_48_A -951.8873490450 -951.7962855800 -951.8876935751
bse49_Si-S_48_AB -1242.6125104500 -1242.4997439800 -1242.6124843958
bse49_Si-S_49_AB -994.8417870270 -994.6452832200 -994.8422980588
bse49_Si-S_4_AB -766.9711699780 -766.9011625600 -766.9712586881
bse49_Si-S_50_AB -879.7620271720 -879.6565176100 -879.7617979490
bse49_Si-S_51_AB -1262.0168372500 -1261.8007964400 -1262.0173055040
bse49_Si-S_52_AB -1351.6503240400 -1351.4119247900 -1351.6505699740
bse49_Si-S_53_AB -1203.5931458500 -1203.4861221600 -1203.5928706883
bse49_Si-S_54_AB -806.0057927630 -805.9246283300 -806.0058602833
bse49_Si-S_55_A -665.0254134330 -664.8736073800 -665.0256569515
bse49_Si-S_55_AB -955.7409048720 -955.5625165100 -955.7413888255
bse49_Si-S_56_AB -884.1511695210 -884.0397200200 -884.1509838501
bse49_Si-S_57_AB -845.0539826900 -844.9616098300 -845.0540055834
bse49_Si-S_5_AB -806.0373952180 -805.9534666300 -806.0374413930
bse49_Si-S_6_AB -806.0182549780 -805.9367466900 -806.0183452879
bse49_Si-S_7_AB -845.1021719910 -845.0049123800 -845.1020361776
bse49_Si-S_8_AB -806.0568840300 -805.9710556800 -806.0567461915
bse49_Si-S_9_AB -766.9914145880 -766.9190167100 -766.9914931027
bse49_Si-Si_101_A -494.2696742100 -494.1779675000 -494.2701903727
bse49_Si-Si_101_AB -785.0068468080 -784.8942099300 -785.0077232569
bse49_Si-Si_102_AB -784.9702417890 -784.8633998900 -784.9701361518
bse49_Si-Si_103_AB -838.7819779080 -838.6615516400 -838.7836586545
bse49_Si-Si_104_AB -710.0834870230 -710.0017650300 -710.0841618451
bse49_Si-Si_105_AB -749.1584006850 -749.0652161100 -749.1579849467
bse49_Si-Si_106_AB -788.2148870110 -788.1095615300 -788.2142393901
bse49_Si-Si_107_AB -827.2551025570 -827.1358401100 -827.2548878244
bse49_Si-Si_108_AB -916.9352811990 -916.7911444000 -916.9352858915
bse49_Si-Si_109_AB -995.0433607430 -994.8757597000 -995.0428835391
bse49_Si-Si_10_AB -1076.2932425900 -1076.0196697900 -1076.2932561916
bse49_Si-Si_110_A -611.5606929070 -611.4285743600 -611.5614186789
bse49_Si-Si_110_AB -902.2988722480 -902.1457903700 -902.2998101501
bse49_Si-Si_111_A -688.2387516830 -688.1987949500 -688.2391013262
bse49_Si-Si_111_AB -978.9733021800 -978.9115274300 -978.9733027969
bse49_Si-Si_112_AB -1376.5636400200 -1376.4831488900 -1376.5639634734
bse49_Si-Si_113_AB -1454.6514816300 -1454.5429055100 -1454.6515477622
bse49_Si-Si_114_AB -1018.0187333300 -1017.9426766400 -1018.0185866765
bse49_Si-Si_115_A -1085.7892724200 -1085.7285558900 -1085.7895067381
bse49_Si-Si_115_AB -1376.5250871100 -1376.4428689000 -1376.5251830543
bse49_Si-Si_116_AB -2171.6653686000 -2171.5447272300 -2171.6659983929
bse49_Si-Si_117_A -1124.8399409200 -1124.7648140500 -1124.8399386298
bse49_Si-Si_117_AB -2249.7655467600 -2249.6158550400 -2249.7654874856
bse49_Si-Si_118_AB -1415.5757019600 -1415.4791774100 -1415.5756592263
bse49_Si-Si_119_A -912.8779732280 -912.7027364800 -912.8783343954
bse49_Si-Si_119_AB -1825.8580831800 -1825.5066471100 -1825.8580718153
bse49_Si-Si_11_AB -977.3093023930 -977.0831073700 -977.3094564089
bse49_Si-Si_120_A -951.9164109660 -951.7279959300 -951.9166413475
bse49_Si-Si_120_AB -1242.6549774000 -1242.4460597100 -1242.6553382517
bse49_Si-Si_121_AB -1203.6168585900 -1203.4210723000 -1203.6172132208
bse49_Si-Si_122_A -779.9912064040 -779.9237642600 -779.9908526830
bse49_Si-Si_122_AB -1070.7272216800 -1070.6382830800 -1070.7264220910
bse49_Si-Si_123_A -780.0167924720 -779.9420771200 -780.0170079047
bse49_Si-Si_123_AB -1070.7533164500 -1070.6571843500 -1070.7537036278
bse49_Si-Si_124_AB -1560.1198272800 -1559.9700521500 -1560.1204050397
bse49_Si-Si_125_AB -1560.0686458100 -1559.9340389800 -1560.0671789200
bse49_Si-Si_126_AB -1016.7968406900 -1016.7243751900 -1016.7969624128
bse49_Si-Si_127_AB -1452.2101514000 -1452.1081001400 -1452.2106096405
bse49_Si-Si_128_A -800.9826415800 -800.9077029700 -800.9826346801
bse49_Si-Si_128_AB -1091.7187408900 -1091.6221369600 -1091.7186991587
bse49_Si-Si_129_AB -1602.0519168500 -1601.9015458500 -1602.0517870556
bse49_Si-Si_129_B -800.9820629140 -800.9067842000 -800.9818836235
bse49_Si-Si_12_AB -878.3354861300 -878.1547394000 -878.3358756284
bse49_Si-Si_130_AB -1602.0320265600 -1601.8826494700 -1602.0319861088
bse49_Si-Si_131_AB -1091.7065977700 -1091.6103221900 -1091.7065765250
bse49_Si-Si_132_A -840.0335754910 -839.9439439700 -840.0334529957
bse49_Si-Si_132_AB -1130.7697460500 -1130.6584037200 -1130.7695910344
bse49_Si-Si_133_AB -1680.1547240900 -1679.9755051400 -1680.1545036632
bse49_Si-Si_134_AB -1680.1211234100 -1679.9443551600 -1680.1211556376
bse49_Si-Si_135_AB -1414.3590464900 -1414.2670789300 -1414.3590163453
bse49_Si-Si_136_AB -1453.4140064800 -1453.3076371300 -1453.4140041361
bse49_Si-Si_137_AB -2325.4427856800 -2325.2730290900 -2325.4429837429
bse49_Si-Si_138_AB -2247.3351788000 -2247.1944591500 -2247.3352769448
bse49_Si-Si_139_A -631.9971417520 -631.9592023200 -631.9975530922
bse49_Si-Si_139_AB -922.7324180430 -922.6727065600 -922.7326319240
bse49_Si-Si_13_AB -878.3188903670 -878.1407304900 -878.3189214024
bse49_Si-Si_140_AB -1264.0812946500 -1264.0045649300 -1264.0815661015
bse49_Si-Si_141_AB -1420.2929258700 -1420.1589632400 -1420.2929662671
bse49_Si-Si_142_AB -1000.8382272000 -1000.7497183200 -1000.8383090122
bse49_Si-Si_143_A -856.8074530240 -856.6503736000 -856.8074350721
bse49_Si-Si_143_AB -1713.7228307300 -1713.4090537300 -1713.7227119103
bse49_Si-Si_144_A -931.8044971350 -931.5961113400 -931.8038625617
bse49_Si-Si_144_AB -1863.7241304100 -1863.3096765900 -1863.7235334194
bse49_Si-Si_144_B -931.8046199420 -931.5964722500 -931.8040518651
bse49_Si-Si_145_A -970.8411966230 -970.6193377300 -970.8408440539
bse49_Si-Si_145_AB -1261.5794150800 -1261.3374886200 -1261.5796573340
bse49_Si-Si_146_AB -1222.5426722800 -1222.3142702800 -1222.5426458352
bse49_Si-Si_147_A -315.9044137800 -315.8773090200 -315.9039866749
bse49_Si-Si_147_AB -606.6288789740 -606.5800577800 -606.6289233644
bse49_Si-Si_148_AB -631.8745281540 -631.8197016900 -631.8746572027
bse49_Si-Si_149_A -465.8446715320 -465.7640247900 -465.8445205840
bse49_Si-Si_149_AB -931.7754312270 -931.6138069000 -931.7754535380
bse49_Si-Si_14_AB -779.3443826210 -779.2110316000 -779.3445421448
bse49_Si-Si_150_A -543.9122791380 -543.8032558800 -543.9119776647
bse49_Si-Si_150_AB -834.6443355170 -834.5134667800 -834.6444531014
bse49_Si-Si_151_A -465.8402138690 -465.7595393200 -465.8399918526
bse49_Si-Si_151_AB -756.5727178870 -756.4703277200 -756.5729223187
bse49_Si-Si_152_A -429.9384450930 -429.8723634600 -429.9380872374
bse49_Si-Si_152_AB -720.6699256620 -720.5820802600 -720.6700642372
bse49_Si-Si_153_A -468.9723138900 -468.8918668900 -468.9718089917
bse49_Si-Si_153_AB -759.7028890510 -759.6005738800 -759.7029375039
bse49_Si-Si_154_AB -859.9599194260 -859.8268856800 -859.9594228763
bse49_Si-Si_155_A -802.1157876240 -802.0197379200 -802.1158245223
bse49_Si-Si_155_AB -1092.8533996700 -1092.7362374100 -1092.8533481737
bse49_Si-Si_156_A -837.9617196330 -837.8470155500 -837.9617437202
bse49_Si-Si_156_AB -1128.7008947000 -1128.5651085500 -1128.7006750019
bse49_Si-Si_157_A -630.1845218470 -630.0541585800 -630.1844578288
bse49_Si-Si_157_AB -920.9206539470 -920.7686892300 -920.9205722926
bse49_Si-Si_158_AB -1190.4637255800 -1190.2404433200 -1190.4641845030
bse49_Si-Si_159_AB -1190.4616461800 -1190.2378602300 -1190.4615785195
bse49_Si-Si_15_AB -680.3587309740 -680.2715161300 -680.3587215022
bse49_Si-Si_160_AB -1190.4647181900 -1190.2400114900 -1190.4650472242
bse49_Si-Si_16_AB -1499.3857663900 -1499.3034642900 -1499.3859719629
bse49_Si-Si_17_AB -2417.3877213800 -2417.2640030500 -2417.3878806043
bse49_Si-Si_18_AB -3335.3861275600 -3335.2199586200 -3335.3858852826
bse49_Si-Si_19_AB -2876.3870017600 -2876.2420031700 -2876.3869864015
bse49_Si-Si_20_AB -2417.3868712400 -2417.2628199900 -2417.3869357960
bse49_Si-Si_21_AB -1958.3875637200 -1958.2840532000 -1958.3873942704
bse49_Si-Si_22_AB -1499.3866408300 -1499.3038688200 -1499.3868283346
bse49_Si-Si_23_AB -1040.3845111700 -1040.3220300200 -1040.3846353157
bse49_Si-Si_24_AB -1958.3868400200 -1958.2838436200 -1958.3871075465
bse49_Si-Si_25_AB -1139.3599275800 -1139.2529172100 -1139.3600883324
bse49_Si-Si_26_AB -1697.3459087700 -1697.1714916400 -1697.3460479937
bse49_Si-Si_27_AB -2255.3339895700 -2255.0897092200 -2255.3342223492
bse49_Si-Si_28_AB -1895.3155960400 -1895.0458185900 -1895.3159586376
bse49_Si-Si_29_AB -1535.2984803100 -1535.0025986400 -1535.2988500626
bse49_Si-Si_2_AB -659.5099264860 -659.4373155900 -659.5099913672
bse49_Si-Si_30_AB -2615.3502857300 -2615.1325273400 -2615.3505288750
bse49_Si-Si_31_AB -2975.3675995100 -2975.1758959100 -2975.3676357634
bse49_Si-Si_32_AB -2255.3317022800 -2255.0884341500 -2255.3321372774
bse49_Si-Si_33_A -440.5613843480 -440.4715144900 -440.5609714516
bse49_Si-Si_33_AB -881.2186740380 -881.0406528800 -881.2181596090
bse49_Si-Si_34_A -515.5279791690 -515.4036312800 -515.5270283896
bse49_Si-Si_34_AB -1031.1578297000 -1030.9123021300 -1031.1575506643
bse49_Si-Si_35_AB -956.1862991820 -955.9744590000 -956.1858635218
bse49_Si-Si_36_AB -806.2693275990 -806.1245409600 -806.2695955883
bse49_Si-Si_37_AB -731.2974399330 -731.1864193400 -731.2974288409
bse49_Si-Si_38_A -365.5997942930 -365.5447128000 -365.5997841419
bse49_Si-Si_38_AB -656.3356128370 -656.2588683500 -656.3356655337
bse49_Si-Si_39_AB -806.2519577400 -806.1075938500 -806.2518808301
bse49_Si-Si_3_AB -737.6359353340 -737.5349445200 -737.6361857759
bse49_Si-Si_40_AB -694.1489146750 -694.0709317700 -694.1488684399
bse49_Si-Si_41_AB -806.9148166750 -806.8017899700 -806.9149535994
bse49_Si-Si_42_AB -885.0429531130 -884.9056400000 -885.0428748827
bse49_Si-Si_43_AB -733.2123379880 -733.1221825800 -733.2122206766
bse49_Si-Si_44_A -442.4828413950 -442.4135409000 -442.4828647319
bse49_Si-Si_44_AB -733.2192437130 -733.1282747600 -733.2191300393
bse49_Si-Si_45_A -481.5446812360 -481.4630409700 -481.5444397397
bse49_Si-Si_45_AB -772.2816212550 -772.1784607900 -772.2814080942
bse49_Si-Si_46_AB -885.0574379900 -884.9186957300 -885.0572544799
bse49_Si-Si_47_AB -963.1814224740 -963.0189099300 -963.1809964644
bse49_Si-Si_48_AB -845.9791252920 -845.8539841400 -845.9791530463
bse49_Si-Si_49_A -862.3755290040 -862.3013752500 -862.3755911909
bse49_Si-Si_49_AB -1153.1121681100 -1153.0166020200 -1153.1121167540
bse49_Si-Si_4_AB -737.6007486240 -737.5049666600 -737.6007679911
bse49_Si-Si_50_AB -1265.8763939300 -1265.7458600100 -1265.8764077950
bse49_Si-Si_51_AB -1304.9404249700 -1304.7979875200 -1304.9402958191
bse49_Si-Si_52_AB -1724.8368963100 -1724.6887731600 -1724.8369651500
bse49_Si-Si_53_A -502.3459960250 -502.2524415600 -502.3460647437
bse49_Si-Si_53_AB -1004.7784857300 -1004.5909321900 -1004.7781422294
bse49_Si-Si_54_AB -905.8466762370 -905.6965779000 -905.8466642984
bse49_Si-Si_55_AB -944.9122707210 -944.7499605000 -944.9123788267
bse49_Si-Si_56_AB -956.7776443510 -956.6149395500 -956.7771570291
bse49_Si-Si_57_AB -769.0781076100 -768.9750984800 -769.0778089258
bse49_Si-Si_58_AB -808.1242140180 -808.0073649600 -808.1242534883
bse49_Si-Si_59_AB -1034.8629057800 -1034.6725931700 -1034.8627535916
bse49_Si-Si_5_AB -735.2198434260 -735.1271208600 -735.2198842740
bse49_Si-Si_60_A -404.6344209100 -404.5646198800 -404.6341496332
bse49_Si-Si_60_AB -809.3581019030 -809.2188669900 -809.3579110225
bse49_Si-Si_61_A -440.3782510720 -440.3006364300 -440.3783020627
bse49_Si-Si_61_AB -731.1174152900 -731.0183993300 -731.1177313711
bse49_Si-Si_62_AB -880.8493343510 -880.6955135900 -880.8493699960
bse49_Si-Si_63_A -478.3882566800 -478.2983585800 -478.3886133857
bse49_Si-Si_63_AB -769.1268570350 -769.0164067400 -769.1274481827
bse49_Si-Si_64_A -517.4524648220 -517.3503581100 -517.4527842495
bse49_Si-Si_64_AB -808.1911024630 -808.0684708400 -808.1917572366
bse49_Si-Si_65_A -479.4223092810 -479.3310370400 -479.4223637818
bse49_Si-Si_65_AB -770.1614873590 -770.0487514900 -770.1618066849
bse49_Si-Si_66_AB -958.9369207700 -958.7560477100 -958.9374746362
bse49_Si-Si_67_AB -885.9611636330 -885.8177213900 -885.9619183277
bse49_Si-Si_68_AB -850.0781762450 -849.9561997500 -850.0783823793
bse49_Si-Si_69_A -458.5046850510 -458.4313834300 -458.5045449333
bse49_Si-Si_69_AB -749.2433839070 -749.1484119900 -749.2434041372
bse49_Si-Si_6_AB -732.8269564950 -732.7322124100 -732.8265405695
bse49_Si-Si_70_AB -917.1077135120 -916.9611912300 -917.1076627946
bse49_Si-Si_71_A -497.5499730510 -497.4638164000 -497.5500028442
bse49_Si-Si_71_AB -995.1947742660 -995.0223147300 -995.1947247217
bse49_Si-Si_71_B -497.5478871710 -497.4616059000 -497.5478442640
bse49_Si-Si_72_AB -788.2864221570 -788.1784809800 -788.2865013806
bse49_Si-Si_73_AB -827.3248802270 -827.2043700300 -827.3250467485
bse49_Si-Si_74_A -345.7414432050 -345.6963342800 -345.7411970138
bse49_Si-Si_74_AB -636.4759208670 -636.4090029400 -636.4757776103
bse49_Si-Si_75_A -384.7791345760 -384.7209648600 -384.7785636147
bse49_Si-Si_75_AB -675.5131623540 -675.4332386200 -675.5127807963
bse49_Si-Si_76_A -423.8193902310 -423.7482605300 -423.8188494598
bse49_Si-Si_76_AB -714.5515191420 -714.4587991600 -714.5513409736
bse49_Si-Si_77_AB -691.5680139600 -691.4775198100 -691.5679504836
bse49_Si-Si_78_AB -769.6427220810 -769.5259908900 -769.6421614745
bse49_Si-Si_79_AB -847.7192903620 -847.5775049300 -847.7195960816
bse49_Si-Si_7_AB -779.3337907540 -779.2021599600 -779.3338261298
bse49_Si-Si_80_AB -674.3035757420 -674.2335894300 -674.3033939213
bse49_Si-Si_81_AB -713.3621806700 -713.2800109300 -713.3620161033
bse49_Si-Si_82_AB -752.4023448560 -752.3071449700 -752.4017297586
bse49_Si-Si_83_AB -713.3456027110 -713.2626024400 -713.3452125889
